TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,Channel,LoginAttempts,TransactionDuration,AccountBalance,CustomerAge,CustomerOccupation,withdrawal_ratio,transaction_hour,fraud_gmm,isolation_fraud,fraud_either,fraud_both
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,M028,ATM,1,157,619.86,18,Student,0.5778401574549091,16,0,0,0,0
TX001753,AC00122,303.43,2023-06-06 17:32:57,Debit,Virginia Beach,D000166,M029,Branch,1,30,1833.24,22,Student,0.16551569898103904,17,0,0,0,0
TX002474,AC00122,11.02,2023-07-31 17:49:23,Debit,Austin,D000371,M070,Online,1,42,7879.66,42,Doctor,0.001398537500349,17,0,0,0,0
TX000447,AC00122,21.4,2023-12-26 16:07:28,Debit,Fresno,D000537,M027,Branch,1,258,9594.11,34,Engineer,0.0022305351929465056,16,0,0,0,0
TX001574,AC00123,77.54,2023-02-01 17:12:47,Debit,Phoenix,D000352,M095,Online,1,73,4536.38,67,Retired,0.01709292431410067,17,0,0,0,0
TX001320,AC00123,162.65,2023-05-11 17:15:10,Debit,New York,D000169,M088,ATM,1,147,9500.95,59,Engineer,0.017119340697509196,17,0,0,0,0
TX000685,AC00123,578.49,2023-10-16 17:46:51,Debit,Nashville,D000463,M032,Branch,1,180,6475.13,59,Retired,0.08934029123739601,17,0,0,0,0
TX001547,AC00123,100.38,2023-11-27 17:51:15,Debit,Seattle,D000548,M060,Branch,1,49,10171.68,63,Doctor,0.00986857628238403,17,0,0,0,0
TX000963,AC00124,55.86,2023-01-23 17:18:16,Debit,Seattle,D000211,M007,Online,1,68,5346.46,39,Engineer,0.01044803477441148,17,0,0,0,0
TX000851,AC00124,23.4,2023-02-08 18:27:49,Debit,El Paso,D000079,M027,ATM,4,175,14851.28,46,Doctor,0.0015756217645886415,18,0,1,1,0
TX001763,AC00124,819.48,2023-10-05 16:27:27,Debit,Virginia Beach,D000395,M038,ATM,1,26,1804.5,25,Student,0.4541313383208645,16,0,0,0,0
TX001196,AC00124,292.08,2023-12-29 18:07:04,Debit,Columbus,D000631,M067,ATM,1,32,7950.48,72,Retired,0.03673740453406587,18,0,0,0,0
TX000811,AC00125,178.91,2023-03-15 16:37:04,Debit,Omaha,D000041,M035,ATM,1,19,8870.89,18,Student,0.02016821311052217,16,0,0,0,0
TX002488,AC00125,54.1,2023-05-19 17:47:41,Credit,Boston,D000031,M085,Branch,1,17,940.91,28,Engineer,0.0574975289878947,17,0,0,0,0
TX001293,AC00125,19.48,2023-07-10 16:01:03,Debit,Dallas,D000674,M002,ATM,1,114,4739.59,27,Engineer,0.0041100601528824224,16,0,0,0,0
TX001210,AC00125,476.03,2023-09-01 16:12:35,Credit,Houston,D000470,M003,Branch,1,99,5958.34,77,Retired,0.07989305746231332,16,0,0,0,0
TX001317,AC00125,220.23,2023-09-18 18:35:23,Debit,Milwaukee,D000663,M059,ATM,1,48,3438.02,41,Engineer,0.06405721898069237,18,0,0,0,0
TX000537,AC00125,56.94,2023-12-11 16:52:47,Credit,Charlotte,D000542,M043,Online,1,74,7004.63,76,Retired,0.008128909021604281,16,0,0,0,0
TX002111,AC00126,175.05,2023-01-02 17:05:16,Debit,San Francisco,D000299,M068,Online,1,34,1447.35,39,Engineer,0.12094517566587212,17,0,0,0,0
TX000250,AC00126,73.55,2023-01-09 16:09:48,Debit,Atlanta,D000210,M086,ATM,1,158,2812.06,51,Engineer,0.026155202947305535,16,0,0,0,0
TX002303,AC00126,106.43,2023-04-17 17:32:12,Credit,Phoenix,D000498,M063,ATM,1,164,9403.12,52,Engineer,0.011318583619054101,17,0,0,0,0
TX001637,AC00126,125.0,2023-06-05 16:19:55,Credit,Indianapolis,D000617,M046,Online,1,177,3215.76,49,Engineer,0.03887106002935542,16,0,0,0,0
TX001380,AC00126,77.53,2023-07-25 18:00:25,Debit,Louisville,D000522,M052,Branch,1,55,5158.6,54,Retired,0.015029271507773426,18,0,0,0,0
TX001189,AC00126,643.03,2023-08-01 16:23:37,Credit,Jacksonville,D000384,M002,Online,1,52,2882.16,36,Engineer,0.2231069753240625,16,0,0,0,0
TX000761,AC00126,319.27,2023-08-07 16:54:58,Debit,San Antonio,D000172,M052,ATM,1,150,10269.78,50,Doctor,0.031088299846734786,16,0,0,0,0
TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,M064,Online,1,177,2051.25,46,Engineer,0.26316148689823277,16,0,0,0,0
TX001553,AC00127,5.64,2023-03-08 16:57:30,Debit,Boston,D000691,M064,Online,1,47,12703.24,59,Doctor,0.00044398122053901205,16,0,0,0,0
TX001866,AC00128,505.14,2023-01-03 17:33:54,Debit,Portland,D000431,M058,ATM,1,179,2525.47,68,Retired,0.2000182144313732,17,0,0,0,0
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,M059,ATM,1,227,465.63,26,Student,1.5251165088160128,16,0,1,1,0
TX002471,AC00128,425.91,2023-03-24 16:34:27,Debit,Jacksonville,D000412,M038,ATM,1,47,383.58,23,Student,1.1103550758642267,16,0,0,0,0
TX000402,AC00128,137.35,2023-03-29 18:12:17,Credit,Sacramento,D000051,M028,Online,1,220,12662.66,40,Doctor,0.010846852083211584,18,0,0,0,0
TX000001,AC00128,14.09,2023-04-11 16:29:14,Debit,San Diego,D000380,M015,ATM,1,81,5112.21,70,Doctor,0.0027561465589246137,16,0,0,0,0
TX001757,AC00128,34.67,2023-04-25 16:34:55,Debit,Chicago,D000321,M077,Online,1,71,888.6,19,Student,0.03901643033986046,16,0,0,0,0
TX001282,AC00128,1397.59,2023-11-13 17:28:12,Credit,Austin,D000117,M020,ATM,1,144,1134.79,26,Student,1.2315846984904695,17,0,0,0,0
TX000924,AC00129,218.37,2023-06-05 16:27:31,Debit,Houston,D000651,M075,ATM,1,105,9942.24,62,Doctor,0.0219638632742722,16,0,0,0,0
TX001655,AC00129,83.95,2023-06-14 16:16:25,Debit,New York,D000288,M015,Online,1,170,7413.18,75,Retired,0.01132442487569437,16,0,0,0,0
TX000818,AC00129,586.85,2023-08-15 16:57:27,Debit,Mesa,D000515,M014,ATM,1,86,6655.15,36,Doctor,0.08817983065746077,16,0,0,0,0
TX002411,AC00129,206.25,2023-10-03 16:22:49,Debit,Baltimore,D000045,M074,ATM,1,56,3651.07,74,Retired,0.05649028914811274,16,0,0,0,0
TX002357,AC00130,423.96,2023-01-30 18:50:14,Debit,San Diego,D000042,M086,ATM,1,75,8374.38,43,Doctor,0.050625837375423616,18,0,0,0,0
TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,M064,ATM,2,142,13406.0,70,Doctor,0.012571982694315977,16,0,0,0,0
TX001858,AC00130,720.13,2023-02-14 17:58:31,Credit,Omaha,D000228,M024,ATM,1,96,387.02,22,Student,1.8607048731331715,17,0,1,1,0
TX000215,AC00130,386.81,2023-03-03 18:02:52,Credit,Detroit,D000248,M039,Online,1,149,7175.29,57,Doctor,0.05390862250863728,18,0,0,0,0
TX001624,AC00130,199.37,2023-06-29 17:39:21,Debit,Chicago,D000413,M083,Online,1,79,1331.3,24,Student,0.14975587771351312,17,0,0,0,0
TX000674,AC00130,197.49,2023-07-03 16:36:45,Credit,Fresno,D000649,M007,Online,1,30,5005.33,53,Retired,0.03945593996799412,16,0,0,0,0
TX000949,AC00130,273.92,2023-07-04 17:50:02,Debit,Portland,D000646,M053,Branch,1,109,4543.56,79,Retired,0.06028752784160438,17,0,0,0,0
TX002374,AC00130,344.87,2023-08-28 17:59:32,Debit,Houston,D000608,M090,Branch,1,25,7447.44,58,Retired,0.0463071874362197,17,0,0,0,0
TX001497,AC00130,147.74,2023-09-05 16:52:06,Debit,Raleigh,D000064,M034,Branch,1,15,1711.78,23,Student,0.08630781993013122,16,0,0,0,0
TX000664,AC00131,288.28,2023-01-17 17:11:24,Debit,Portland,D000127,M087,Online,1,36,160.83,27,Student,1.7924516570291609,17,1,1,1,1
TX001862,AC00131,88.29,2023-01-20 16:46:06,Credit,Houston,D000101,M039,Online,1,287,5245.93,50,Engineer,0.0168301902617839,16,1,0,1,0
TX000827,AC00131,524.6,2023-04-07 17:37:34,Debit,El Paso,D000593,M002,Branch,1,76,13017.7,58,Doctor,0.04029897754595666,17,1,0,1,0
TX000377,AC00131,208.07,2023-07-10 16:51:12,Debit,Oklahoma City,D000084,M100,Online,1,36,8478.9,32,Doctor,0.02453973982474142,16,1,0,1,0
TX000393,AC00131,222.39,2023-08-23 16:32:59,Debit,Virginia Beach,D000008,M088,Online,1,73,3117.39,49,Engineer,0.071338523572604,16,1,0,1,0
TX000644,AC00131,235.4,2023-09-26 17:02:25,Debit,Detroit,D000141,M038,Branch,1,70,818.36,28,Student,0.2876484676670414,17,1,0,1,0
TX002199,AC00131,332.15,2023-10-16 17:12:32,Debit,Dallas,D000421,M030,ATM,1,105,9749.46,59,Doctor,0.03406855354040121,17,1,0,1,0
TX001571,AC00131,50.99,2023-10-31 16:45:07,Debit,Detroit,D000217,M003,Branch,1,76,1334.6,29,Doctor,0.03820620410609921,16,1,0,1,0
TX002192,AC00131,879.25,2023-11-07 17:44:12,Credit,Memphis,D000073,M086,Online,1,137,125.85,24,Student,6.9864918553833935,17,0,1,1,0
TX001465,AC00132,130.93,2023-02-08 16:52:09,Credit,Houston,D000417,M061,Branch,1,149,860.12,28,Engineer,0.15222294563549274,16,0,0,0,0
TX001589,AC00132,23.24,2023-04-13 16:41:41,Debit,Indianapolis,D000569,M054,Branch,1,129,13777.79,68,Doctor,0.0016867726972177683,16,0,0,0,0
TX000189,AC00132,10.94,2023-10-23 17:24:07,Credit,Philadelphia,D000503,M083,ATM,1,245,1241.99,60,Engineer,0.008808444512435688,17,0,0,0,0
TX002359,AC00132,220.82,2023-12-29 16:30:53,Debit,Louisville,D000297,M089,Branch,1,31,4298.13,42,Engineer,0.05137583088459399,16,0,0,0,0
TX000665,AC00133,245.67,2023-01-02 18:35:07,Credit,Portland,D000097,M088,Branch,1,107,752.25,24,Student,0.32658025922233297,18,0,0,0,0
TX001403,AC00133,447.95,2023-01-11 17:27:56,Debit,Tucson,D000442,M002,Branch,1,75,7544.4,29,Engineer,0.05937516568580669,17,0,0,0,0
TX000886,AC00133,11.46,2023-02-13 16:53:17,Credit,San Francisco,D000315,M092,Online,1,128,2356.71,41,Engineer,0.004862711152411625,16,0,0,0,0
TX002203,AC00133,240.03,2023-02-27 17:25:09,Debit,Atlanta,D000575,M079,Online,1,31,7807.73,33,Engineer,0.030742610208088654,17,0,0,0,0
TX001678,AC00133,88.06,2023-10-27 17:53:06,Credit,Raleigh,D000515,M016,Online,1,288,1779.85,18,Student,0.04947607944489705,17,0,0,0,0
TX000895,AC00133,110.08,2023-11-20 17:15:13,Debit,Detroit,D000560,M059,Branch,1,95,1447.26,19,Student,0.07606097038541797,17,0,0,0,0
TX000281,AC00133,255.04,2023-11-23 16:15:59,Debit,Seattle,D000206,M084,ATM,1,152,6217.86,45,Engineer,0.041017327504961516,16,0,0,0,0
TX001857,AC00134,49.59,2023-08-25 16:45:20,Debit,Boston,D000679,M089,Branch,1,147,6037.03,48,Engineer,0.008214304053483253,16,0,0,0,0
TX000009,AC00135,106.23,2023-03-21 16:59:46,Credit,Detroit,D000690,M035,Branch,1,86,9095.14,51,Engineer,0.011679864191205414,16,0,0,0,0
TX000388,AC00135,39.66,2023-05-18 16:16:53,Debit,Virginia Beach,D000680,M045,Branch,1,169,8497.34,52,Engineer,0.004667342956737049,16,0,0,0,0
TX001362,AC00136,61.98,2023-01-03 18:18:14,Debit,Denver,D000376,M038,Online,1,44,5212.28,49,Engineer,0.011891149362658952,18,1,0,1,0
TX001842,AC00136,684.96,2023-01-09 16:19:47,Debit,Mesa,D000445,M070,ATM,1,31,526.67,21,Student,1.3005487307042363,16,1,1,1,1
TX000679,AC00136,642.68,2023-02-17 16:57:11,Debit,Fresno,D000269,M034,Branch,1,94,8461.46,50,Doctor,0.0759537952079192,16,1,0,1,0
TX000410,AC00136,739.28,2023-06-19 16:46:11,Credit,Tucson,D000576,M026,Branch,1,47,11905.64,58,Doctor,0.062094939877234655,16,1,0,1,0
TX001312,AC00136,78.62,2023-07-31 16:46:29,Debit,Oklahoma City,D000521,M084,Branch,1,52,1360.85,32,Doctor,0.057772715582172916,16,1,0,1,0
TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,M081,Branch,1,69,7904.24,61,Retired,0.1121157758367661,17,1,0,1,0
TX000919,AC00136,132.33,2023-11-10 16:32:24,Credit,Phoenix,D000437,M004,ATM,1,47,7457.94,35,Engineer,0.017743505579288655,16,1,0,1,0
TX001416,AC00136,654.49,2023-11-20 16:31:36,Credit,Austin,D000380,M060,Online,1,104,164.61,25,Student,3.976003887977644,16,0,1,1,0
TX001824,AC00137,31.39,2023-01-09 17:09:31,Debit,Tucson,D000214,M068,ATM,1,15,998.49,20,Student,0.03143747058057667,17,0,0,0,0
TX002281,AC00137,333.67,2023-07-06 18:09:06,Debit,Fort Worth,D000288,M037,Online,1,68,9238.08,36,Engineer,0.03611897710346739,18,0,0,0,0
TX000706,AC00137,12.11,2023-12-12 16:17:27,Debit,Jacksonville,D000577,M038,Branch,1,127,1730.28,75,Retired,0.006998867235360751,16,0,0,0,0
TX002296,AC00138,61.4,2023-01-30 16:45:11,Debit,San Jose,D000599,M073,Branch,2,20,7892.87,41,Engineer,0.007779172848406219,16,0,0,0,0
TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,M053,Online,1,33,185.47,26,Student,1.9140561815927104,16,0,1,1,0
TX002162,AC00139,10.15,2023-02-23 16:51:34,Debit,Austin,D000531,M004,ATM,5,58,7155.04,59,Doctor,0.0014185804691518146,16,0,1,1,0
TX000651,AC00139,119.61,2023-03-14 16:21:01,Debit,San Diego,D000102,M017,ATM,1,53,9899.94,33,Doctor,0.012081891405402456,16,0,0,0,0
TX001085,AC00139,102.34,2023-05-18 16:19:38,Debit,San Antonio,D000376,M076,Online,1,78,9326.28,51,Doctor,0.010973292674035092,16,0,0,0,0
TX002014,AC00139,510.7,2023-06-07 16:35:27,Credit,Nashville,D000167,M040,Online,1,294,5828.48,27,Student,0.08762147249368618,16,0,0,0,0
TX001522,AC00139,263.92,2023-07-26 17:56:54,Credit,San Diego,D000568,M074,Branch,1,233,4161.71,57,Retired,0.06341623995905529,17,0,0,0,0
TX001575,AC00139,18.35,2023-09-18 16:40:59,Debit,Nashville,D000685,M035,Branch,1,78,1293.39,21,Student,0.014187522711633769,16,0,0,0,0
TX002173,AC00139,345.86,2023-11-20 16:41:44,Debit,Omaha,D000448,M069,ATM,1,145,1504.64,51,Retired,0.22986229264142918,16,0,0,0,0
TX000646,AC00139,50.83,2023-12-18 16:06:14,Credit,Philadelphia,D000421,M076,Online,1,48,9553.42,30,Doctor,0.005320607698604269,16,0,0,0,0
TX002448,AC00140,163.22,2023-04-06 18:06:12,Debit,Miami,D000193,M029,Online,1,217,1788.27,26,Student,0.09127257069681871,18,0,0,0,0
TX002105,AC00140,2.51,2023-04-17 16:04:21,Debit,Baltimore,D000539,M099,Online,1,32,4891.56,63,Retired,0.0005131287360269525,16,0,0,0,0
TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,D000494,M030,Online,1,157,1523.72,34,Doctor,0.10153440264615546,16,0,0,0,0
TX001588,AC00140,241.45,2023-07-24 16:02:33,Debit,Portland,D000435,M026,Online,1,158,1594.04,26,Student,0.15147047752879475,16,0,0,0,0
TX002220,AC00140,152.42,2023-10-23 16:45:37,Debit,San Jose,D000164,M057,ATM,1,176,9141.79,42,Doctor,0.016672883538125464,16,0,0,0,0
TX000332,AC00140,126.81,2023-10-30 16:58:01,Debit,Philadelphia,D000693,M036,Branch,1,290,5427.98,26,Engineer,0.02336228210126051,16,0,0,0,0
TX002295,AC00140,211.7,2023-11-13 16:58:19,Credit,Chicago,D000157,M064,Online,1,205,12272.78,50,Doctor,0.01724955552042813,16,0,0,0,0
TX001759,AC00141,148.26,2023-05-08 17:33:08,Debit,Omaha,D000389,M021,ATM,1,57,958.7,25,Student,0.1546469177010535,17,0,0,0,0
TX000774,AC00141,61.97,2023-05-22 18:45:23,Debit,Phoenix,D000487,M056,ATM,1,95,7014.69,74,Retired,0.008834317696149082,18,0,0,0,0
TX001398,AC00141,780.59,2023-06-28 17:58:48,Credit,Tucson,D000451,M058,Online,1,145,6513.34,23,Student,0.1198448108036737,17,0,0,0,0
TX001628,AC00141,398.7,2023-08-28 16:02:11,Debit,Albuquerque,D000426,M006,ATM,1,276,7987.74,47,Doctor,0.04991399319457068,16,0,0,0,0
TX000336,AC00141,66.65,2023-10-17 16:58:59,Debit,Detroit,D000398,M100,ATM,1,33,3559.96,37,Engineer,0.018722120473263746,16,0,0,0,0
TX001749,AC00142,504.12,2023-04-14 17:35:50,Credit,Baltimore,D000248,M008,Branch,1,101,1107.28,25,Student,0.4552777978469764,17,0,0,0,0
TX001495,AC00142,25.58,2023-11-16 16:33:22,Debit,Omaha,D000083,M048,ATM,1,166,6741.41,60,Engineer,0.0037944584293196824,16,0,0,0,0
TX001146,AC00143,189.08,2023-03-13 16:13:13,Debit,Miami,D000641,M011,Branch,1,238,10790.8,68,Doctor,0.017522333839937728,16,0,0,0,0
TX000650,AC00143,73.88,2023-05-08 17:42:36,Debit,Los Angeles,D000405,M009,Branch,1,131,4055.55,53,Retired,0.0182170112561798,17,0,0,0,0
TX000059,AC00143,386.52,2023-06-09 16:18:15,Debit,Indianapolis,D000145,M064,Branch,1,28,5630.61,48,Engineer,0.0686462035196897,16,0,0,0,0
TX001895,AC00143,447.83,2023-08-15 16:22:06,Credit,Atlanta,D000590,M030,Branch,1,88,13273.08,53,Doctor,0.033739719793747944,16,0,0,0,0
TX002225,AC00143,281.47,2023-08-18 17:02:15,Debit,Philadelphia,D000469,M029,ATM,1,142,4437.48,34,Engineer,0.06343014503727341,17,0,0,0,0
TX001899,AC00144,133.56,2023-01-24 18:43:06,Debit,Atlanta,D000417,M071,Online,1,177,783.83,25,Student,0.17039409055535001,18,0,0,0,0
TX001422,AC00144,335.48,2023-03-02 16:06:18,Debit,Oklahoma City,D000211,M040,Branch,1,155,3023.16,45,Engineer,0.11096997843316267,16,0,0,0,0
TX002078,AC00144,125.83,2023-05-29 17:14:03,Debit,Los Angeles,D000608,M001,ATM,1,138,6109.86,57,Retired,0.020594579908541275,17,0,0,0,0
TX002342,AC00144,97.73,2023-05-29 17:55:23,Debit,Sacramento,D000038,M018,Branch,1,156,7885.21,69,Doctor,0.012394089694504016,17,0,0,0,0
TX000994,AC00144,29.91,2023-07-31 16:26:33,Credit,Philadelphia,D000551,M034,Online,3,43,2834.84,76,Retired,0.010550860013263535,16,0,1,1,0
TX001876,AC00144,132.48,2023-08-09 18:38:49,Debit,Charlotte,D000097,M062,Branch,1,101,9313.05,36,Engineer,0.014225200122408879,18,0,0,0,0
TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,M038,Online,1,82,1806.0,22,Student,0.28729235880398674,18,0,0,0,0
TX001409,AC00144,469.13,2023-12-04 17:53:57,Credit,San Antonio,D000501,M009,ATM,1,139,1265.28,54,Doctor,0.3707716868993424,17,0,0,0,0
TX002198,AC00145,515.57,2023-01-02 17:26:34,Debit,Columbus,D000196,M027,ATM,1,56,9269.67,27,Engineer,0.055619024193957284,17,0,0,0,0
TX000749,AC00145,217.61,2023-03-16 17:36:31,Debit,Chicago,D000172,M025,ATM,1,45,1404.53,19,Student,0.1549343908638477,17,0,0,0,0
TX002147,AC00145,97.63,2023-05-15 16:05:06,Credit,Milwaukee,D000236,M023,Online,1,127,12467.31,48,Doctor,0.00783087931558612,16,0,0,0,0
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,M049,ATM,1,61,836.67,34,Engineer,0.4507392400827089,17,0,0,0,0
TX000401,AC00145,194.85,2023-09-12 16:50:21,Debit,Jacksonville,D000601,M096,Online,4,130,319.84,23,Student,0.6092108554277139,16,0,1,1,0
TX002327,AC00146,35.98,2023-08-17 16:14:47,Credit,Nashville,D000662,M004,Branch,1,133,11147.34,40,Doctor,0.0032276758401555885,16,0,0,0,0
TX001797,AC00146,1135.8,2023-09-06 16:03:15,Debit,San Diego,D000485,M004,ATM,1,250,13534.3,30,Doctor,0.08392011408052134,16,0,0,0,0
TX000269,AC00147,270.72,2023-07-03 18:01:00,Credit,Washington,D000508,M094,Online,1,53,6263.96,26,Engineer,0.04321866678586709,18,0,0,0,0
TX001215,AC00147,50.75,2023-08-14 18:14:23,Debit,Boston,D000642,M018,ATM,1,185,8271.47,62,Doctor,0.006135547853041842,18,0,0,0,0
TX000980,AC00147,67.15,2023-11-20 17:17:05,Debit,Indianapolis,D000661,M001,Online,1,14,9028.49,59,Doctor,0.007437567079323343,17,0,0,0,0
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,M052,ATM,1,181,10862.99,62,Doctor,0.033711712889361034,17,0,0,0,0
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,M015,ATM,1,58,3740.73,46,Engineer,0.37872019632531617,17,0,0,0,0
TX000295,AC00148,757.41,2023-05-05 16:31:53,Debit,Los Angeles,D000383,M048,ATM,1,37,9532.42,22,Student,0.07945621363725056,16,0,0,0,0
TX002164,AC00148,319.5,2023-06-09 16:03:24,Credit,Virginia Beach,D000513,M081,Branch,1,69,2366.3,29,Engineer,0.13502091873388833,16,0,0,0,0
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,M063,Online,1,56,4516.76,66,Retired,0.001988150798359886,16,0,0,0,0
TX000738,AC00149,1092.73,2023-01-23 17:24:29,Debit,Columbus,D000688,M064,Branch,1,11,1390.98,58,Retired,0.785582826496427,17,0,1,1,0
TX002286,AC00149,69.43,2023-02-06 17:38:53,Debit,Las Vegas,D000472,M003,ATM,1,162,9281.85,30,Engineer,0.0074801898328458235,17,0,0,0,0
TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,D000526,M049,Branch,1,135,618.05,21,Student,0.3732060512903487,18,0,0,0,0
TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,Albuquerque,D000150,M017,ATM,1,82,12046.3,58,Doctor,0.037649734773332895,16,0,0,0,0
TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,M028,Branch,1,87,9073.17,65,Doctor,0.003937984188547111,16,0,0,0,0
TX002289,AC00149,336.01,2023-11-09 18:45:10,Debit,Colorado Springs,D000216,M043,Online,4,121,9938.2,63,Doctor,0.033809945462961094,18,0,1,1,0
TX002379,AC00150,199.02,2023-01-30 17:36:54,Debit,Memphis,D000535,M081,ATM,1,185,793.63,22,Student,0.2507717702203798,17,0,0,0,0
TX002405,AC00150,470.62,2023-02-27 17:52:43,Debit,Tucson,D000642,M002,Branch,1,127,12470.62,57,Doctor,0.03773830010055634,17,0,0,0,0
TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,D000205,M007,ATM,1,169,6215.96,43,Doctor,0.15961653549894142,18,0,0,0,0
TX002452,AC00150,195.8,2023-02-28 17:37:48,Debit,Raleigh,D000511,M052,Online,1,186,12027.68,39,Doctor,0.016279116172029852,17,0,0,0,0
TX000011,AC00150,17.78,2023-03-14 16:46:10,Credit,Albuquerque,D000205,M073,Online,1,59,7599.52,52,Engineer,0.0023396214497757753,16,0,0,0,0
TX001094,AC00150,122.63,2023-04-20 18:39:10,Debit,Milwaukee,D000112,M029,Branch,1,153,359.06,21,Student,0.34153066339887483,18,0,0,0,0
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,M022,Online,4,183,1544.88,25,Student,0.02106312464398529,16,0,1,1,0
TX001910,AC00151,301.47,2023-01-26 16:13:15,Debit,Colorado Springs,D000030,M040,Branch,1,291,560.73,21,Student,0.5376384356107218,16,0,1,1,0
TX001242,AC00151,168.11,2023-05-19 16:44:53,Credit,New York,D000050,M015,Online,1,12,10652.13,51,Doctor,0.01578182016178924,16,0,0,0,0
TX001055,AC00151,382.07,2023-06-05 17:48:07,Credit,Omaha,D000318,M091,Branch,1,147,10156.09,62,Doctor,0.03761979265642585,17,0,0,0,0
TX001747,AC00151,305.18,2023-06-05 17:48:33,Debit,Chicago,D000699,M065,Online,1,216,4474.2,58,Retired,0.06820884180412141,17,0,0,0,0
TX001811,AC00152,613.21,2023-03-15 17:45:31,Debit,Tucson,D000614,M098,ATM,1,157,3279.12,61,Retired,0.18700444021566764,17,0,0,0,0
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,M074,ATM,1,220,832.82,53,Doctor,0.27283206455176384,18,0,0,0,0
TX001138,AC00152,99.52,2023-04-10 17:49:04,Debit,San Diego,D000335,M083,ATM,1,127,3798.09,52,Engineer,0.026202643960516993,17,0,0,0,0
TX002422,AC00152,29.92,2024-01-01 16:25:13,Credit,Denver,D000672,M010,Online,1,63,7855.01,68,Doctor,0.00380903397958755,16,0,0,0,0
TX000741,AC00153,381.62,2023-01-27 16:40:28,Debit,Las Vegas,D000670,M097,Online,1,164,6009.12,64,Retired,0.0635068029927843,16,0,0,0,0
TX001252,AC00153,95.78,2023-03-23 17:09:53,Debit,Atlanta,D000211,M061,Online,1,27,271.64,22,Student,0.3525990281254602,17,0,0,0,0
TX002362,AC00153,427.83,2023-05-10 17:02:51,Debit,Phoenix,D000529,M066,ATM,1,29,3293.06,47,Engineer,0.12991867746108482,17,0,0,0,0
TX000755,AC00153,84.34,2023-06-08 16:27:56,Debit,Memphis,D000493,M039,Online,3,248,5313.97,58,Retired,0.015871373003611237,16,0,1,1,0
TX001541,AC00153,89.5,2023-08-21 16:22:06,Credit,Louisville,D000014,M020,Branch,1,134,8658.95,41,Engineer,0.010336126204678395,16,0,0,0,0
TX001836,AC00153,256.34,2023-08-21 16:42:02,Debit,Kansas City,D000383,M057,Branch,1,99,7471.63,69,Retired,0.03430844407445229,16,0,0,0,0
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,M057,ATM,1,55,447.53,51,Engineer,2.4947601278126608,17,0,1,1,0
TX001086,AC00154,7.82,2023-01-09 17:56:30,Debit,Boston,D000063,M090,ATM,1,273,2240.49,36,Engineer,0.0034903079237131166,17,0,0,0,0
TX001849,AC00154,371.86,2023-02-20 17:28:57,Debit,Miami,D000147,M073,ATM,1,91,1329.45,46,Doctor,0.2797096543683478,17,0,0,0,0
TX000110,AC00154,143.03,2023-07-31 16:37:46,Debit,San Antonio,D000469,M055,ATM,1,147,7981.45,63,Retired,0.017920302701890007,16,0,0,0,0
TX001644,AC00154,12.94,2023-08-28 17:08:41,Debit,Fresno,D000364,M098,Branch,1,158,921.23,23,Student,0.014046437914527315,17,0,0,0,0
TX000757,AC00154,333.78,2023-11-30 17:53:48,Debit,San Diego,D000444,M057,ATM,1,98,6810.94,60,Retired,0.04900645138556499,17,0,0,0,0
TX001751,AC00155,607.28,2023-01-23 16:47:11,Debit,Baltimore,D000376,M098,ATM,1,84,9679.68,32,Doctor,0.06273761116069952,16,0,0,0,0
TX002413,AC00155,91.5,2023-03-27 16:26:42,Debit,Omaha,D000113,M033,ATM,1,77,667.66,47,Doctor,0.13704580175538447,16,0,0,0,0
TX001705,AC00155,148.77,2023-03-30 18:20:58,Debit,San Jose,D000179,M083,Branch,1,175,2138.42,67,Retired,0.06957005639677893,18,0,0,0,0
TX001640,AC00155,320.93,2023-06-22 16:05:35,Debit,Atlanta,D000268,M026,Online,1,178,9451.66,55,Engineer,0.0339548819995641,16,0,0,0,0
